Periodo,PIB,inflacion_subyacente,inflacion_no_subyacente,tasa_desocupacion,tasa_participacion,tasa_informalidad_laboral,importaciones_manufactura,exportaciones_manufactura,formacion_bruta_capital_fijo,turismo_interior,prod_laboral_constructoras
2005/02,-0.13483410206873953,-0.9602665382342902,-1.112324189686304,0.409903003812423,-0.14461659325246698,-1.5616273991584755,-1.4379744053554826,-1.4403516677503747,-0.2198048798715197,-0.23827199610033126,-0.24620017640131375
2005/03,0.19983497063254627,-0.42788438149267816,-0.03369956816198588,-1.035077284677672,0.41570425134098093,1.9418482985670753,-1.4160604447681084,-1.4393472722064826,0.28471386094291024,-0.032872736746290175,0.1170226766050294
2005/04,0.4828205630330781,-0.6813996942267792,1.041666368705159,-0.9287310005925957,0.27773064451706997,-0.4703705197973606,-1.234972483871645,-1.3083868993429362,1.1770135499253749,-0.2259155305983943,0.38431823758967487
2006/01,0.5257171832580066,-0.12366600621175698,-0.22596196293520268,0.549633840350373,-0.03266569046584171,-1.1088977117694325,-1.356768682516695,-1.3710652394456162,0.5165147039974433,-0.02224192988962415,0.4182025510803829
2006/02,0.14164376826288963,-0.5546420378597285,-1.594609518947933,0.7801830933055874,-0.7298896747871038,-0.16719256857154527,-1.177027785301664,-1.2091974475351481,0.13992018376148646,0.3184250734248535,0.08353702224353016
2006/03,-0.05659004802768503,-0.04761141239152633,1.077511899934064,0.2958598740809249,0.5965858056697027,-0.18472863787881608,-1.1183053215283858,-1.1925865230374266,0.8314391264119713,0.03455145906870228,0.027958039373400186
2006/04,-0.02028784343196774,-0.27577519385221744,0.7809715961313058,0.5651133147190652,-0.18465841221607193,-0.853801202682574,-1.0024240959615844,-1.1280854694079236,-0.21038034639542424,0.10100198572788097,0.21916333550502906
2007/01,0.09954651811287629,0.33266155670962466,-0.23573801690672225,0.06920965257504769,0.25903533181423627,-0.14962760680389642,-1.2156807554608529,-1.2785354427393607,0.003451714560066886,0.09290498880681244,-0.028123114384936705
2007/02,0.07186966108845581,-0.8081573505938298,-1.7770958597496302,-0.8523697276980154,-0.20051536166004816,0.6155616226972306,-1.0133287855158082,-1.0818676195516592,-0.1732102655915431,-0.1019141523821132,-0.26673767072994387
2007/03,-0.02042415913727545,0.12984930652234425,0.7157979029878425,-0.03588530935561441,-0.4795644682103079,-0.7321327406201841,-0.9211471008815524,-1.0038775384708558,2.809844831020149,-0.007625175306153796,-0.25303442899262324
2007/04,-0.056029280493004666,-0.14901753748516683,0.6897284257304572,0.4287254663262774,1.6996629355862867,0.4126099607553706,-0.8285037406856316,-0.9669797590050211,-0.8024621303957297,-0.14475745938892323,-0.27544575230795
2008/01,-0.15127976205448038,0.8903952447246474,0.19766704249730904,0.14336567430772026,-0.6460831207351476,-0.19461967737388836,-1.023198250346435,-1.1056057278412725,0.4462906254050625,-0.25566346282108454,0.48815579692400707
2008/02,0.10872753049696653,0.8650437134512367,-1.12861761297217,-0.08848563817897609,-0.22113298155207342,0.5636867351504842,-0.7741137863720209,-0.8686541787408542,0.9626470579104885,-0.1239039900403369,-0.5626710899245773
2008/03,-0.11544644794049395,0.9918013698182873,0.6212960479298207,0.6009609912324305,-0.3674949486180958,-0.8282710774265141,-0.6824775450852831,-0.8589428046078579,-1.6505575777861365,-0.2726444976408789,-0.09029019364000211
2008/04,-0.6743532044061448,0.8143406509044164,1.6738511921967536,1.8535956869864183,-0.5321507091472263,1.8496540944102218,-1.0104921136704539,-1.1227395440588643,-1.8183753569943382,-0.00015650133318993522,0.002485716160415712
2009/01,-2.2220122916263616,1.0932074949119277,-0.5029501587949219,1.5282426402751916,-0.334655604967136,1.400966285092614,-1.5648166786806381,-1.53159303103985,-1.7898944068460543,-0.09410838692230605,1.1190581848688976
2009/02,-0.7102906077738235,-0.32647825639903766,-1.0210810192854554,1.1892965321402718,0.3401791725656455,0.4248592484054138,-1.5353011762872437,-1.442193563491913,0.11248543393769214,-1.2031096546906073,-0.261343130513629
2009/03,1.0826700965020133,-0.3518297876724478,0.06731965621038231,1.2618051585936156,1.3774316973524052,0.9993508236508171,-1.3136934988122007,-1.297793983184812,0.04192820021155826,0.8484079196762486,0.02934540137101652
2009/04,0.593835245574237,-0.17436906875857722,0.29868626686967725,-1.7308880521676961,-0.29691280078567167,-0.18415878399036428,-1.0821688294644258,-1.0678696083260089,0.2515925324654296,0.01351935300467889,0.027029867729570955
2010/01,-0.0003357703239200897,1.2960197450992088,1.243704817449896,0.03913232150736457,-0.13386556177747685,-0.12363420514447206,-1.1669763105881266,-1.1130002868466844,0.8219252565430454,0.000934489724594054,-0.1728951684817266
2010/02,0.22410570486493941,-1.3151879760620315,-2.2691572429827787,-0.1782371734081021,-0.27909583224985784,-1.495742039238495,-0.890553463844511,-0.855120236016218,-0.1879278365699266,-0.3234422516976401,0.16130091306556146
2010/03,0.17761119528329744,-0.8335088818672398,0.28239284358381134,0.09133953106834986,-0.3577430328243702,0.6732087149532201,-0.7690571949139008,-0.7941509942912058,0.2302234248850243,-0.0505314318296618,0.2981700455550255
2010/04,0.13603853091131377,-0.3518297876724478,1.308878510593359,0.7516595548836497,-0.9570153838260217,0.17003439451426047,-0.627546251532647,-0.6943332325677911,0.5899745405319521,-0.4312323762223471,-0.07330086077571958
2011/01,0.09374569783751069,0.4087161505298556,-0.20640985499216374,-1.1157404614823365,0.7276644290739381,0.20808368914793665,-0.7959607254019465,-0.7507249125426432,-0.44973832024365235,0.06619132943275939,-0.014217202935130737
